variavel,importancia
tracado_via_Reta;Ponte;Interseção de Vias;Viaduto,1.1810510016389477e-05
tracado_via_Curva;Declive;Retorno Regulamentado;Viaduto,1.1763633710384173e-05
condicao_metereologica_Granizo,1.1761205632335873e-05
tracado_via_Declive;Curva;Em Obras;Desvio Temporário;Ponte,1.1749015130193922e-05
tracado_via_Interseção de Vias;Rotatória;Retorno Regulamentado,1.1292870006772069e-05
tracado_via_Em Obras;Declive;Curva;Desvio Temporário,1.1173202167273405e-05
tracado_via_Curva;Ponte;Aclive,1.101306724780193e-05
tracado_via_Reta;Retorno Regulamentado;Declive,1.0971009475852415e-05
tracado_via_Rotatória;Reta;Viaduto,1.0771474893394404e-05
tracado_via_Viaduto;Declive;Reta,1.0484988313426857e-05
tracado_via_Reta;Rotatória;Em Obras,1.0461784726703545e-05
tracado_via_Retorno Regulamentado;Viaduto,1.0457302762762374e-05
tracado_via_Declive;Interseção de Vias;Rotatória;Reta,1.009827197687744e-05
tracado_via_Reta;Declive;Interseção de Vias;Retorno Regulamentado,9.958262393557615e-06
tracado_via_Rotatória;Reta;Declive,9.583580152766876e-06
tracado_via_Em Obras;Viaduto;Reta,9.575732951241388e-06
tracado_via_Viaduto;Retorno Regulamentado;Curva,9.3096424373511e-06
tracado_via_Interseção de Vias;Aclive;Retorno Regulamentado,9.032904491582278e-06
tracado_via_Viaduto;Curva;Rotatória,8.77422872160201e-06
tracado_via_Em Obras;Retorno Regulamentado,8.764895156370062e-06
tracado_via_Viaduto;Declive;Curva,8.621971702279178e-06
tracado_via_Reta;Aclive;Ponte,8.483160362158382e-06
tracado_via_Curva;Retorno Regulamentado;Declive,8.481228358162599e-06
tracado_via_Aclive;Reta;Ponte,8.38380756425062e-06
tracado_via_Em Obras;Rotatória;Reta,8.359242347925779e-06
tracado_via_Declive;Rotatória;Reta,8.253794687154905e-06
tracado_via_Retorno Regulamentado;Declive,8.206320666636113e-06
tracado_via_Reta;Interseção de Vias;Retorno Regulamentado;Rotatória,7.916169865974712e-06
tracado_via_Em Obras;Rotatória;Retorno Regulamentado,7.832957310943254e-06
tracado_via_Em Obras;Interseção de Vias;Rotatória,7.786728112983634e-06
tracado_via_Interseção de Vias;Reta;Aclive;Viaduto,7.380221456826771e-06
tracado_via_Reta;Interseção de Vias;Em Obras;Aclive,7.363139135217625e-06
tracado_via_Curva;Interseção de Vias;Em Obras,7.29654658054626e-06
tracado_via_Reta;Interseção de Vias;Declive;Viaduto,7.296296458885768e-06
tracado_via_Aclive;Reta;Desvio Temporário,7.070501615706185e-06
tracado_via_Curva;Rotatória;Retorno Regulamentado,7.0534788402636346e-06
tracado_via_Curva;Interseção de Vias;Viaduto;Retorno Regulamentado,6.959015329516555e-06
tracado_via_Em Obras;Ponte;Viaduto;Reta,6.916588502350733e-06
tracado_via_Viaduto;Declive;Interseção de Vias,6.881499537788685e-06
tracado_via_Rotatória;Aclive;Curva,6.767985566872969e-06
tracado_via_Aclive;Desvio Temporário,6.696750977067229e-06
tracado_via_Reta;Em Obras;Retorno Regulamentado,6.444882808661113e-06
tracado_via_Aclive;Em Obras;Curva,6.429591283560399e-06
tracado_via_Retorno Regulamentado;Rotatória;Declive,6.41586753496681e-06
tracado_via_Interseção de Vias;Retorno Regulamentado;Declive,6.415046462582356e-06
tracado_via_Retorno Regulamentado;Em Obras,6.351875988889261e-06
tracado_via_Viaduto;Curva;Declive,6.240548993603511e-06
tracado_via_Viaduto;Reta;Interseção de Vias,6.226163058189488e-06
tracado_via_Em Obras;Reta;Viaduto;Aclive,6.100017155545796e-06
tracado_via_Interseção de Vias;Ponte;Reta;Em Obras;Declive,5.997830326253775e-06
tracado_via_Desvio Temporário;Em Obras;Reta;Aclive,5.972818104216792e-06
tracado_via_Rotatória;Interseção de Vias;Retorno Regulamentado,5.912121588569735e-06
tracado_via_Declive;Reta;Viaduto,5.909118658299282e-06
tracado_via_Curva;Retorno Regulamentado;Interseção de Vias,5.807680995469461e-06
tracado_via_Reta;Aclive;Interseção de Vias;Rotatória,5.787983211422111e-06
tracado_via_Desvio Temporário;Curva;Declive,5.741760982526508e-06
tracado_via_Retorno Regulamentado;Aclive;Reta,5.674206092468307e-06
tracado_via_Curva;Aclive;Viaduto;Retorno Regulamentado,5.5248454868040884e-06
tracado_via_Rotatória;Retorno Regulamentado;Reta;Interseção de Vias,5.48650514605955e-06
tracado_via_Reta;Em Obras;Viaduto;Interseção de Vias,5.4711927449879066e-06
tracado_via_Reta;Interseção de Vias;Desvio Temporário,5.317990623178778e-06
tracado_via_Viaduto;Rotatória;Curva;Em Obras,5.289092114503133e-06
tracado_via_Interseção de Vias;Rotatória;Em Obras,5.241895585047542e-06
tracado_via_Ponte;Reta;Interseção de Vias,5.215019748252019e-06
tracado_via_Reta;Interseção de Vias;Desvio Temporário;Em Obras,5.15525518914687e-06
tracado_via_Curva;Desvio Temporário;Declive,5.143361278939208e-06
tracado_via_Interseção de Vias;Rotatória;Curva,4.9905145035236685e-06
tracado_via_Retorno Regulamentado;Interseção de Vias;Curva,4.923426607627728e-06
tracado_via_Túnel;Curva,4.9160074289102736e-06
tracado_via_Reta;Interseção de Vias;Rotatória;Declive,4.869558990380019e-06
tracado_via_Ponte;Reta;Aclive,4.830231457856427e-06
tracado_via_Desvio Temporário;Reta;Declive;Em Obras,4.809539959322616e-06
tracado_via_Reta;Em Obras;Desvio Temporário;Ponte,4.8027991918485315e-06
tracado_via_Curva;Viaduto;Aclive;Interseção de Vias,4.747217447247105e-06
tracado_via_Retorno Regulamentado;Reta;Em Obras,4.722245742381423e-06
tracado_via_Ponte;Reta;Declive;Interseção de Vias,4.674859718646468e-06
tracado_via_Declive;Interseção de Vias;Rotatória,4.620464512952424e-06
tracado_via_Declive;Rotatória;Reta;Retorno Regulamentado,4.582936462525314e-06
tracado_via_Interseção de Vias;Viaduto;Curva;Aclive,4.551292154953862e-06
tracado_via_Curva;Viaduto;Retorno Regulamentado,4.486070424541174e-06
tracado_via_Em Obras;Desvio Temporário;Curva,4.4773228278392735e-06
tracado_via_Desvio Temporário;Aclive;Reta;Em Obras,4.430348555031883e-06
tracado_via_Reta;Interseção de Vias;Rotatória;Retorno Regulamentado,4.2242304794225384e-06
tracado_via_Viaduto;Rotatória;Retorno Regulamentado;Interseção de Vias,4.192106910815602e-06
tracado_via_Desvio Temporário;Curva,4.1118607927186e-06
tracado_via_Reta;Aclive;Rotatória,4.10346333592242e-06
tracado_via_Reta;Interseção de Vias;Declive;Desvio Temporário;Em Obras,4.053131751855893e-06
tracado_via_Retorno Regulamentado;Rotatória;Interseção de Vias;Reta,3.979866866003466e-06
tracado_via_Rotatória;Reta;Interseção de Vias;Declive,3.97207872740071e-06
tracado_via_Túnel,3.936216826921048e-06
tracado_via_Reta;Interseção de Vias;Viaduto;Em Obras,3.934216690934683e-06
tracado_via_Declive;Interseção de Vias;Viaduto;Ponte,3.91154040575378e-06
tracado_via_Rotatória;Desvio Temporário;Em Obras,3.878962605632461e-06
tracado_via_Em Obras;Retorno Regulamentado;Interseção de Vias;Reta,3.7870952381001473e-06
tracado_via_Em Obras;Curva;Aclive,3.7473189901357804e-06
tracado_via_Reta;Viaduto;Retorno Regulamentado;Interseção de Vias,3.7345546357400638e-06
tracado_via_Reta;Desvio Temporário;Declive,3.5730415985068254e-06
tracado_via_Interseção de Vias;Reta;Retorno Regulamentado;Rotatória,3.567941671041986e-06
tracado_via_Em Obras;Declive;Interseção de Vias;Reta,3.4855806904405365e-06
tracado_via_Declive;Desvio Temporário;Reta;Interseção de Vias,3.469530537960621e-06
tracado_via_Reta;Viaduto;Aclive;Em Obras,3.462099228690595e-06
tracado_via_Viaduto;Aclive;Curva,3.4061779198164234e-06
tracado_via_Rotatória;Declive;Reta,3.3912124809244448e-06
tracado_via_Interseção de Vias;Retorno Regulamentado;Reta;Em Obras,3.3230502366887008e-06
tracado_via_Declive;Túnel,3.31690028268613e-06
tracado_via_Interseção de Vias;Reta;Aclive;Retorno Regulamentado,3.3146084462750493e-06
tracado_via_Retorno Regulamentado;Reta;Túnel,3.3106587254084613e-06
tracado_via_Ponte;Aclive;Reta,3.3086894304313343e-06
tracado_via_Retorno Regulamentado;Curva;Aclive,3.2440324013972448e-06
tracado_via_Interseção de Vias;Curva;Viaduto,3.226023374335085e-06
tracado_via_Aclive;Retorno Regulamentado;Reta,3.2173852852859894e-06
tracado_via_Viaduto;Rotatória;Curva;Interseção de Vias,3.1841901322355956e-06
tracado_via_Declive;Curva;Em Obras,3.1528395296433595e-06
tracado_via_Rotatória;Aclive,3.1392554085727584e-06
tracado_via_Em Obras;Reta;Viaduto,3.136127432392198e-06
tracado_via_Aclive;Viaduto;Curva,3.1012104024054072e-06
tracado_via_Interseção de Vias;Reta;Túnel,3.0856554282000464e-06
tracado_via_Viaduto;Curva;Retorno Regulamentado,2.9368097501625782e-06
tracado_via_Viaduto;Reta;Rotatória,2.9314604669191186e-06
tracado_via_Retorno Regulamentado;Declive;Curva,2.881973218618583e-06
tracado_via_Aclive;Ponte;Curva,2.8585558521335656e-06
tracado_via_Reta;Rotatória;Aclive,2.849430538201943e-06
tracado_via_Reta;Aclive;Em Obras;Desvio Temporário,2.846646726274797e-06
tracado_via_Em Obras;Interseção de Vias;Viaduto;Reta,2.8365285739428485e-06
tracado_via_Reta;Interseção de Vias;Rotatória;Viaduto,2.7402330020465255e-06
tracado_via_Declive;Interseção de Vias;Viaduto;Reta,2.686855267002683e-06
tracado_via_Rotatória;Viaduto;Interseção de Vias,2.664921962925298e-06
tracado_via_Em Obras;Curva;Retorno Regulamentado,2.653547536579666e-06
tracado_via_Desvio Temporário;Aclive;Curva;Em Obras,2.579475290243668e-06
tracado_via_Curva;Retorno Regulamentado;Viaduto,2.5723741414111564e-06
tracado_via_Interseção de Vias;Reta;Em Obras;Declive,2.533623884591125e-06
tracado_via_Reta;Retorno Regulamentado;Interseção de Vias;Rotatória,2.52666715025796e-06
tracado_via_Em Obras;Rotatória;Curva,2.439143174361046e-06
tracado_via_Aclive;Reta;Interseção de Vias;Em Obras,2.4308055320949687e-06
tracado_via_Curva;Declive;Desvio Temporário;Em Obras,2.4146334276706823e-06
tracado_via_Interseção de Vias;Retorno Regulamentado;Viaduto,2.376064358602917e-06
condicao_metereologica_Neve,2.3453130283544236e-06
tracado_via_Interseção de Vias;Declive;Rotatória,2.2335599437293624e-06
tracado_via_Reta;Desvio Temporário;Aclive;Em Obras,2.2099383466080885e-06
tracado_via_Desvio Temporário;Curva;Aclive;Em Obras,2.1549818905965266e-06
tracado_via_Viaduto;Ponte,2.0753768995587413e-06
tracado_via_Desvio Temporário;Reta;Aclive;Interseção de Vias,2.066157571448855e-06
tracado_via_Curva;Aclive;Ponte,1.9998018504068e-06
tracado_via_Rotatória;Declive;Reta;Interseção de Vias,1.9901401990133243e-06
tracado_via_Interseção de Vias;Viaduto;Rotatória,1.9835266544202034e-06
tracado_via_Interseção de Vias;Em Obras;Declive;Viaduto,1.976725309721644e-06
tracado_via_Interseção de Vias;Em Obras;Desvio Temporário;Reta,1.858109108110441e-06
tracado_via_Reta;Retorno Regulamentado;Viaduto;Interseção de Vias,1.8351174174731448e-06
tracado_via_Ponte;Reta;Em Obras,1.8340355050997035e-06
tracado_via_Retorno Regulamentado;Em Obras;Declive;Curva,1.8247114207896105e-06
tracado_via_Retorno Regulamentado;Curva;Declive,1.818711821511731e-06
tracado_via_Aclive;Interseção de Vias;Curva,1.79509245099143e-06
tracado_via_Rotatória;Viaduto;Interseção de Vias;Retorno Regulamentado;Reta,1.776162409862445e-06
tracado_via_Interseção de Vias;Em Obras;Declive,1.7659341058325972e-06
tracado_via_Rotatória;Em Obras;Viaduto,1.7522889671462284e-06
tracado_via_Curva;Viaduto;Interseção de Vias;Declive,1.7258788507808284e-06
tracado_via_Reta;Em Obras;Túnel;Desvio Temporário,1.719627852210681e-06
tracado_via_Reta;Em Obras;Viaduto;Aclive,1.702208176055825e-06
tracado_via_Curva;Interseção de Vias;Viaduto,1.6915716897492215e-06
tracado_via_Curva;Túnel,1.6901634324291618e-06
tracado_via_Rotatória;Em Obras;Reta,1.6563685222053812e-06
tracado_via_Reta;Declive;Interseção de Vias;Rotatória,1.6298025176849563e-06
tracado_via_Curva;Ponte;Viaduto,1.6218165196765186e-06
tracado_via_Curva;Rotatória;Declive;Viaduto,1.592711956538889e-06
tracado_via_Declive;Interseção de Vias;Curva;Retorno Regulamentado,1.5867404597046068e-06
tracado_via_Rotatória;Aclive;Retorno Regulamentado;Curva,1.5565051709815743e-06
tracado_via_Interseção de Vias;Declive;Viaduto,1.5552065375335544e-06
tracado_via_Declive;Reta;Rotatória,1.5487834238174565e-06
tracado_via_Declive;Reta;Desvio Temporário;Em Obras,1.541126264878632e-06
tracado_via_Retorno Regulamentado;Viaduto;Curva,1.5358728951180836e-06
tracado_via_Interseção de Vias;Rotatória;Reta;Declive,1.5298548305671758e-06
tracado_via_Interseção de Vias;Reta;Viaduto;Em Obras,1.510378354099005e-06
tracado_via_Reta;Interseção de Vias;Aclive;Retorno Regulamentado,1.4597205499079326e-06
tracado_via_Reta;Declive;Viaduto;Retorno Regulamentado,1.4219194357235523e-06
tracado_via_Viaduto;Interseção de Vias;Curva,1.4041951051419273e-06
tracado_via_Interseção de Vias;Retorno Regulamentado;Declive;Reta,1.3810445610144664e-06
tracado_via_Desvio Temporário;Declive;Curva,1.3600201340478392e-06
tracado_via_Retorno Regulamentado;Curva;Interseção de Vias;Aclive,1.3558853386287646e-06
tracado_via_Viaduto;Em Obras;Aclive,1.3454982360987293e-06
tracado_via_Em Obras;Declive;Desvio Temporário,1.3244358670527477e-06
tracado_via_Ponte;Aclive,1.2946395483471003e-06
tracado_via_Em Obras;Reta;Retorno Regulamentado,1.2892301469942938e-06
tracado_via_Interseção de Vias;Reta;Declive;Rotatória,1.2842323817683224e-06
tracado_via_Interseção de Vias;Reta;Rotatória;Em Obras,1.2467234685189295e-06
tracado_via_Reta;Retorno Regulamentado;Aclive;Interseção de Vias,1.2466760185147115e-06
tracado_via_Em Obras;Interseção de Vias;Curva;Rotatória,1.2258238821860383e-06
tracado_via_Interseção de Vias;Aclive;Viaduto,1.2042749948255314e-06
tracado_via_Interseção de Vias;Declive;Retorno Regulamentado;Viaduto,1.1993153466682974e-06
tracado_via_Curva;Interseção de Vias;Retorno Regulamentado;Declive,1.1815014696052188e-06
tracado_via_Curva;Interseção de Vias;Retorno Regulamentado;Viaduto,1.1387738420599528e-06
tracado_via_Rotatória;Em Obras;Reta;Interseção de Vias,1.1290049657652456e-06
tracado_via_Interseção de Vias;Curva;Rotatória;Em Obras;Viaduto,1.0650460483654042e-06
tracado_via_Reta;Retorno Regulamentado;Aclive;Interseção de Vias;Em Obras,1.0574595844506274e-06
tracado_via_Reta;Interseção de Vias;Viaduto;Declive,1.0323337390875715e-06
tracado_via_Rotatória;Interseção de Vias;Retorno Regulamentado;Reta,1.0077701667725748e-06
tracado_via_Declive;Reta;Interseção de Vias;Em Obras,9.616470969503108e-07
tracado_via_Interseção de Vias;Aclive;Reta;Retorno Regulamentado;Rotatória,9.538344947505289e-07
tracado_via_Rotatória;Interseção de Vias;Em Obras,9.46465419123594e-07
tracado_via_Reta;Retorno Regulamentado;Viaduto,9.247652570018477e-07
tracado_via_Rotatória;Aclive;Reta,9.167713478326045e-07
tracado_via_Retorno Regulamentado;Aclive;Curva,9.110867760828754e-07
tracado_via_Interseção de Vias;Reta;Desvio Temporário,8.874502313042681e-07
tracado_via_Retorno Regulamentado;Ponte;Reta,8.749705072448397e-07
tracado_via_Viaduto;Retorno Regulamentado;Interseção de Vias,8.645761451459967e-07
tracado_via_Retorno Regulamentado;Aclive;Interseção de Vias,8.432305874346775e-07
tracado_via_Declive;Em Obras;Desvio Temporário;Reta,8.264926032433809e-07
tracado_via_Curva;Interseção de Vias;Viaduto;Rotatória,8.200551522635955e-07
tracado_via_Aclive;Curva;Interseção de Vias;Rotatória,8.11291970244329e-07
tracado_via_Em Obras;Desvio Temporário;Declive;Curva,8.028967925718865e-07
tracado_via_Retorno Regulamentado;Interseção de Vias;Reta;Rotatória,7.857220232155783e-07
tracado_via_Em Obras;Interseção de Vias;Desvio Temporário,7.648893131250464e-07
tracado_via_Declive;Interseção de Vias;Ponte,7.476517488589593e-07
tracado_via_Reta;Viaduto;Retorno Regulamentado,7.473835650750326e-07
tracado_via_Interseção de Vias;Aclive;Reta;Viaduto,7.360981228515989e-07
tracado_via_Reta;Aclive;Desvio Temporário;Viaduto,7.340140063642744e-07
tracado_via_Retorno Regulamentado;Viaduto;Interseção de Vias,7.18220473132273e-07
tracado_via_Declive;Interseção de Vias;Em Obras;Reta,7.088585329579908e-07
tracado_via_Declive;Retorno Regulamentado;Curva,7.037032551175651e-07
tracado_via_Viaduto;Interseção de Vias;Túnel,6.880146691636263e-07
tracado_via_Retorno Regulamentado;Aclive;Viaduto;Curva,6.49255392814798e-07
tracado_via_Curva;Desvio Temporário;Em Obras;Aclive,6.219903354398918e-07
tracado_via_Em Obras;Rotatória;Viaduto,6.191228505575627e-07
tracado_via_Em Obras;Declive;Reta;Desvio Temporário,6.130434572691483e-07
tracado_via_Viaduto;Reta;Aclive;Em Obras,6.00332893369625e-07
tracado_via_Interseção de Vias;Viaduto;Curva,5.982489839416679e-07
tracado_via_Reta;Desvio Temporário;Retorno Regulamentado,5.961246393995547e-07
tracado_via_Curva;Retorno Regulamentado;Rotatória,5.729484938695746e-07
tracado_via_Desvio Temporário;Ponte;Em Obras,5.4797682341579e-07
tracado_via_Reta;Viaduto;Túnel;Declive;Interseção de Vias,5.378860800044517e-07
tracado_via_Rotatória;Curva;Em Obras,5.305126960561707e-07
tracado_via_Rotatória;Reta;Retorno Regulamentado,5.28915312426032e-07
tracado_via_Retorno Regulamentado;Túnel;Declive,5.228850485015883e-07
tracado_via_Rotatória;Aclive;Retorno Regulamentado,4.918870376160175e-07
tracado_via_Rotatória;Curva;Retorno Regulamentado,4.851571389184521e-07
tracado_via_Reta;Em Obras;Desvio Temporário;Interseção de Vias,4.7036699513932607e-07
tracado_via_Túnel;Reta;Interseção de Vias,4.5127771658201977e-07
tracado_via_Aclive;Retorno Regulamentado;Interseção de Vias;Reta,4.1686166747922043e-07
tracado_via_Declive;Retorno Regulamentado;Interseção de Vias,4.162567787453485e-07
tracado_via_Interseção de Vias;Curva;Em Obras,4.0948105392081756e-07
tracado_via_Em Obras;Viaduto;Reta;Túnel,4.0923707367533513e-07
tracado_via_Interseção de Vias;Curva;Declive;Retorno Regulamentado,4.0807567881748873e-07
tracado_via_Aclive;Reta;Rotatória,4.011239064923181e-07
tracado_via_Rotatória;Retorno Regulamentado;Reta,3.959973806241398e-07
tracado_via_Curva;Túnel;Viaduto,3.9492574872089353e-07
tracado_via_Em Obras;Interseção de Vias;Curva;Desvio Temporário,3.8605596605977637e-07
tracado_via_Rotatória;Declive;Viaduto,3.845897886324768e-07
tracado_via_Declive;Retorno Regulamentado;Rotatória,3.8413717730492993e-07
tracado_via_Desvio Temporário;Em Obras;Curva;Declive,3.8168605304086823e-07
tracado_via_Desvio Temporário;Declive,3.594251138851779e-07
tracado_via_Túnel;Interseção de Vias,3.4508912794127355e-07
tracado_via_Curva;Rotatória;Viaduto,3.21294383380233e-07
tracado_via_Retorno Regulamentado;Curva;Interseção de Vias,3.1405693465802177e-07
tracado_via_Retorno Regulamentado;Interseção de Vias;Viaduto;Reta,3.1333973023957993e-07
tracado_via_Interseção de Vias;Curva;Declive;Viaduto,3.093580220596745e-07
tracado_via_Desvio Temporário;Reta;Declive;Ponte;Em Obras,3.0175969878901615e-07
tracado_via_Retorno Regulamentado;Interseção de Vias;Em Obras,2.778543794297745e-07
tracado_via_Reta;Declive;Desvio Temporário;Em Obras,2.7425135794405444e-07
tracado_via_Interseção de Vias;Retorno Regulamentado;Reta;Declive,2.7263641473220847e-07
tracado_via_Interseção de Vias;Reta;Viaduto;Rotatória,2.6915652828282903e-07
tracado_via_Aclive;Reta;Desvio Temporário;Em Obras,2.518185280637232e-07
tracado_via_Aclive;Curva;Rotatória,2.5163801785594114e-07
tracado_via_Retorno Regulamentado;Interseção de Vias;Curva;Rotatória,2.5037436950651983e-07
tracado_via_Viaduto;Declive;Em Obras,2.435380446399207e-07
tracado_via_Rotatória;Retorno Regulamentado;Interseção de Vias,2.3346263991082844e-07
tracado_via_Desvio Temporário;Declive;Retorno Regulamentado,2.0783483392693906e-07
tracado_via_Interseção de Vias;Desvio Temporário,1.9709566989214348e-07
tracado_via_Curva;Túnel;Declive;Retorno Regulamentado,1.6818221326575068e-07
tracado_via_Declive;Interseção de Vias;Viaduto,1.605746788126785e-07
tracado_via_Rotatória;Viaduto;Declive,1.4447909041832558e-07
tracado_via_Reta;Declive;Interseção de Vias;Rotatória;Ponte;Em Obras,1.437489168400329e-07
tracado_via_Reta;Rotatória;Viaduto,9.872385380440546e-08
tracado_via_Em Obras;Túnel;Reta;Desvio Temporário,9.040407420271534e-08
tracado_via_Interseção de Vias;Aclive;Reta;Rotatória,8.809223544997591e-08
tracado_via_Rotatória;Viaduto;Reta,6.338484935229411e-08
tracado_via_Reta;Ponte;Viaduto,4.842495327541176e-08
tracado_via_Rotatória;Curva;Aclive;Interseção de Vias,3.8667385306975406e-08
